-9,73.25955035095676,34.15974187782931,45
-6,73.23649556572491,34.211972553847644,28
-5,73.20168404402544,34.14633437043205,62
-5,73.22429591522696,34.14807620967459,61
-5,73.27300041912021,34.16887416066467,86
-5,73.22710747094908,34.17072912779592,33
-3,73.20482974194752,34.138220346754196,22
-3,73.24145006791302,34.16904160137281,63
-3,73.27194970115664,34.1683455382148,33
-2,73.19899427186127,34.12608871843751,59
-2,73.24371984721026,34.207274280670504,54
-2,73.24374030992347,34.205670508250606,72
-1,73.19983261181481,34.15337673145721,64
-1,73.24493786627426,34.16984421115028,82
0,73.20410981868443,34.15826391539348,42
1,73.20013120524153,34.12699009200466,46
1,73.24112532157609,34.200135939968,35
1,73.2334765651843,34.19202583776871,57
1,73.2403839063995,34.21427267731341,23
1,73.22007644521881,34.18160337028952,31
2,73.24614553183363,34.185313770002715,85
3,73.25974581802322,34.15886695625917,59
3,73.24783176296287,34.221763165761125,70
3,73.22189488972884,34.199480405670535,29
4,73.21096000393233,34.14790213081675,53
4,73.23775634437537,34.15810777328714,57
4,73.22778251977486,34.171375653205374,74
4,73.25072568252746,34.204627662475694,57
5,73.27855205886017,34.175213623121465,62
6,73.25558768962983,34.1952638324602,51
8,73.2590394582937,34.18091438277781,31
8,73.2438207171993,34.210966800502035,17
8,73.2467515403779,34.21188640535638,33
9,73.20398737088837,34.149816899866124,67
9,73.25054783742881,34.17266185850425,39
9,73.2413012083903,34.157270292278284,45
9,73.25414065364865,34.1537719656571,90
9,73.23705815353212,34.21307937266285,55
10,73.20953441578406,34.14108079299704,25
10,73.26686975524484,34.15873954447268,51
10,73.2431629845426,34.16948870182377,54
10,73.26153558097387,34.161076035699224,26
11,73.25219776630945,34.161934888096546,64
12,73.2161885249655,34.13919314232031,28
13,73.21630291454547,34.14781266033413,29
13,73.24989163016147,34.16104255591631,32
13,73.25096536237359,34.20831657853433,52
13,73.19687371406833,34.138394041973456,87
13,73.23361410389461,34.1919005559229,50
14,73.2377526440286,34.187006365406276,43
14,73.2527181091502,34.207989161280146,62
15,73.20152702908064,34.16276548453968,27
15,73.23272990033556,34.168234282171795,31
15,73.27287556065075,34.17157160454215,74
15,73.26975973407961,34.182063410513194,63
16,73.25138885672517,34.173653400447016,22
16,73.2693554086723,34.16044583092435,50
16,73.24885606964679,34.18891256639988,28
17,73.23214343058879,34.21558061649697,61
18,73.24311558291532,34.16203937306389,62
18,73.22237223630292,34.168481661963675,31
20,73.205077303056,34.153845167277034,48
20,73.2166157959131,34.138478920907566,84
20,73.24507596613607,34.21057800607306,28
21,73.24616437754266,34.175497935553366,63
22,73.21689277757932,34.16229920821923,51
22,73.2723219430047,34.17420975659188,54
23,73.20152702908064,34.16276548453968,71
23,73.25334574182831,34.154801715246236,60
23,73.2629457860206,34.157272040270314,60
23,73.25299757820338,34.19748608252736,46
23,73.21621936959396,34.174317498920715,16
23,73.21896944335093,34.1819647515282,72
23,73.22463114644214,34.180578730372595,37
24,73.21364315342765,34.137912565366456,54
24,73.26501204688672,34.157833616550235,46
24,73.26716246962144,34.166764648489725,40
24,73.25113228872567,34.191381135061896,75
25,73.26247162763238,34.15737029902962,54
25,73.24946151554701,34.162963394463695,59
25,73.23459538709575,34.18605365473861,49
25,73.21950776978652,34.176908123728516,73
26,73.24601269821723,34.16012009671289,57
26,73.25818424072655,34.15676462208355,52
26,73.24825107352102,34.18466525296268,66
27,73.2373546744424,34.21596910246088,60
28,73.25658677428825,34.15536866387123,54
28,73.24268173640222,34.15905633204752,45
28,73.26892014533529,34.15776442022749,80
28,73.2708266620668,34.20051459514554,54
28,73.23526804069948,34.21831893116168,44
29,73.24042136545489,34.16024037166534,90
29,73.26544600600924,34.194815916585654,35
29,73.2457363788582,34.210908164712315,51
29,73.23991790037587,34.19615004772005,60
29,73.24163382713252,34.21559003962379,45
29,73.23573728131491,34.21462564380451,65
30,73.19809188043499,34.12624354986621,63
30,73.27071530017848,34.18254926908098,44
30,73.21682357392423,34.17054555488314,71
31,73.2719640378788,34.169140126821205,66
31,73.2382092565791,34.187060735845236,20
32,73.21133987057478,34.14875611109628,63
32,73.25108665350079,34.19092786422685,69
32,73.23169382599073,34.18707316383913,28
33,73.24268173640222,34.15905633204752,31
33,73.26809388128183,34.18598938247154,28
33,73.24439703288292,34.18871319278815,42
33,73.25586157220187,34.20501519759991,32
33,73.2115285388788,34.17726987905236,69
34,73.24484677916941,34.16320125537777,78
35,73.24355050285702,34.17402718943537,58
