#time,x,y,location_type
-16,73.24614553183363,34.185313770002715,house
-16,73.2323446641369,34.21506358444227,house
-16,73.23481084701876,34.189463645491244,house
-16,73.26963118771849,34.18482789482205,house
-16,73.20793217308452,34.15447195550013,house
-16,73.2711696719322,34.178376773050836,house
-16,73.22549718119126,34.177550691426056,house
-16,73.20208039056756,34.16322230415464,house
-16,73.25598661328277,34.20590853323624,house
-16,73.2484845061653,34.19989723686182,house
-16,73.2240556711822,34.17117534849752,house
-16,73.23977671896681,34.19045938683145,house
-16,73.23778009790679,34.194438823252156,house
-16,73.19460360081446,34.12342927474493,house
-16,73.27739520327441,34.20272395559984,house
-16,73.20444882991974,34.13349740612977,house
-16,73.24505502706316,34.15966335667923,house
-16,73.27274759175535,34.17324575683962,house
-16,73.20168404402544,34.14633437043205,house
-16,73.24319069871757,34.217081681780876,house
-16,73.24961090738081,34.219043623016674,house
-16,73.25458980052467,34.16947654728691,house
-16,73.25908103048988,34.1654010146121,house
-16,73.2552752650644,34.19234279387009,house
-16,73.20827620158676,34.14876084993051,house
-16,73.20536696675744,34.15606454950248,house
-16,73.19642094585481,34.136640551074976,house
-16,73.22133241292626,34.18644045188613,house
-16,73.27746303713288,34.205812584011504,house
-16,73.22051605414812,34.16784761292168,house
-16,73.21650463163523,34.145503970050456,house
-16,73.27368525725352,34.17244830797975,house
-16,73.21601446011367,34.143673292869714,house
-16,73.23745524951106,34.15894066633755,house
-16,73.21630291454547,34.14781266033413,house
-16,73.24378270231729,34.21112560766681,house
-16,73.26613913568029,34.161760951621645,house
-16,73.26914164647691,34.165771057040004,house
-16,73.24328870265603,34.15943564067599,house
-16,73.23027180739807,34.182612055256016,house
-16,73.20982946244139,34.147195770738094,house
-16,73.26592791595742,34.17088503698681,house
-16,73.21014922548895,34.17369279991344,house
-16,73.2684789844777,34.18561564270309,house
-16,73.2104737482798,34.146567805361265,house
-16,73.22696650308211,34.148781491468355,house
-16,73.24131073711722,34.214522419327444,house
-16,73.23865640873987,34.197264267468015,house
-16,73.2429966468355,34.159281435399684,house
-15,73.27370994667146,34.17216628817463,house
-15,73.23637976696274,34.21968344391811,house
-15,73.21634607277346,34.17080429546686,house
-15,73.24186528544028,34.156878182591065,house
-15,73.1948695164523,34.12504341694397,house
-15,73.20482974194752,34.138220346754196,house
-15,73.24011464853001,34.183332371351746,house
-15,73.22371958643772,34.174816085258826,house
-15,73.21636376594293,34.14541360002992,house
-15,73.2123305023607,34.178177642834356,house
-15,73.25072568252746,34.204627662475694,house
-15,73.24371984721026,34.207274280670504,house
-15,73.27444808611506,34.20045305525408,house
-15,73.20217488262506,34.13016186007134,house
-15,73.21096000393233,34.14790213081675,house
-15,73.20925109583955,34.150882352145125,house
-15,73.22151217692334,34.14119169642038,house
-15,73.24503376754244,34.20573512204862,house
-15,73.22047392338119,34.17266592983245,house
-15,73.2671512687162,34.18508977273981,house
-15,73.2090090129068,34.164162991568325,house
-15,73.2244985535369,34.18605286618135,house
-15,73.24078572285664,34.16980035142388,house
-15,73.22057545653888,34.14186386967133,house
-15,73.22850079155484,34.21014082897006,house
-15,73.25894341988247,34.1973488009181,house
-15,73.26880320699979,34.16800193459925,house
-15,73.26153558097387,34.161076035699224,house
-15,73.2693802485685,34.18803630901012,house
-15,73.23063914569549,34.19478608143502,house
-15,73.22273325509707,34.177254264495694,house
-15,73.25996616762127,34.16416972540571,house
-15,73.24279789349785,34.166382255393145,house
-15,73.2198065528495,34.185638982705825,house
-15,73.26687662994873,34.158406809186424,house
-15,73.24849998191607,34.221755553999465,house
-15,73.23508575559387,34.21611813327481,house
-15,73.27110968390662,34.16820339838386,house
-15,73.22897807626983,34.193644304694196,house
-15,73.24261265007749,34.17101387501349,house
-15,73.23667451358685,34.15556137498473,house
-15,73.24311558291532,34.16203937306389,house
-15,73.23365791790981,34.166181739834535,house
-15,73.23773437292937,34.159701291036,house
-15,73.24576848974259,34.16997075608932,house
-15,73.24732072146966,34.2052671842731,house
-15,73.24269899992404,34.218723428174386,house
-15,73.22214501208833,34.18290029494223,house
-15,73.27938555247901,34.20077074039445,house
-15,73.25285857168693,34.161947528460644,house
-14,73.27358916147023,34.185783655842435,house
-14,73.19983261181481,34.15337673145721,house
-14,73.24956702103859,34.21176105331516,house
-14,73.228113708726,34.14401389843784,house
-14,73.27582160406149,34.205532040634516,house
-14,73.19872115616965,34.147087587596396,house
-14,73.26183388449786,34.166706533262285,house
-14,73.23193190982498,34.16160616832267,house
-14,73.22883874211057,34.18576572028344,house
-14,73.21123442713875,34.14353950445866,house
-14,73.20681694531575,34.16333775355072,house
-14,73.21730105773166,34.17206313130394,house
-14,73.24780122837501,34.21651190985673,house
-14,73.19581163654405,34.123660821413466,house
-14,73.24872912957817,34.1625566687601,house
-14,73.23454700932069,34.21644657140918,house
-14,73.21835311093307,34.18235536541328,house
-14,73.23275577219378,34.213085124705394,house
-14,73.2403839063995,34.21427267731341,house
-14,73.22887800371437,34.186116771578895,house
-14,73.20746785481495,34.174534528503145,house
-14,73.23511988979375,34.161944853131196,house
-14,73.25872200021556,34.17921476737084,house
-14,73.23570029119104,34.16567880358243,house
-14,73.23287189229603,34.19673380903819,house
-14,73.26068416397865,34.156768381108016,house
-14,73.27006522333015,34.16687198813138,house
-14,73.20060451692669,34.132942970838734,house
-14,73.19694168079451,34.12491643050194,house
-14,73.2241179778499,34.20216373747873,house
-14,73.22551363709117,34.18528736885908,house
-14,73.2222403982706,34.18330790601596,house
-14,73.23953236086932,34.158004779224605,house
-14,73.22778385907267,34.19704955938969,house
-14,73.23835183943504,34.21956896554595,house
-14,73.24814351851012,34.210480152671806,house
-14,73.23119875980129,34.215537923282014,house
-14,73.2045207301211,34.158608374978364,house
-14,73.22922028680756,34.176474679077785,house
-14,73.22189488972884,34.199480405670535,house
-14,73.20279843646802,34.14739686884453,house
-14,73.25070943203826,34.168328168730824,house
-14,73.24346512513571,34.163592908520386,house
-14,73.19336768870974,34.12932853707419,house
-14,73.20419105244343,34.16542881092089,house
-14,73.24374030992347,34.205670508250606,house
-14,73.24374030992347,34.205670508250606,house
-14,73.20427333149141,34.139931388726374,house
-14,73.2381712877623,34.21718986265796,house
-14,73.26183594954838,34.16721844734612,house
-13,73.19581163654405,34.123660821413466,house
-13,73.23112362722752,34.199220502305195,house
-13,73.25037478669721,34.16728424359655,house
-13,73.24155819201152,34.16701814517076,house
-13,73.22436724976107,34.14496378633656,house
-13,73.24088594617892,34.19126046237375,house
-13,73.27519382224067,34.17405988292594,house
-13,73.25417968217714,34.19291864006388,house
-13,73.2442314233707,34.20117267018197,house
-13,73.21773953602961,34.16236792080338,house
-13,73.23082087868659,34.214883475029545,house
-13,73.24788803531416,34.21182269977394,house
-13,73.22713274481612,34.19666967009082,house
-13,73.26354389004932,34.1661672988251,house
-13,73.2236247863841,34.20291449105505,house
-13,73.26203828988037,34.15603766414568,house
-13,73.27188022364412,34.17201967464108,house
-13,73.22570758391689,34.18369540106815,house
-13,73.20193393243527,34.148147925128825,house
-13,73.19733061852588,34.13834401086332,house
-13,73.25116630143836,34.17067235551942,house
-13,73.22925749306357,34.194033178258174,house
-13,73.21680615384409,34.17749986498919,house
-13,73.25231549800291,34.15609590424974,house
-13,73.23905945157878,34.15803183551705,house
-13,73.24346512513571,34.163592908520386,house
-13,73.21044940545534,34.17987484088173,house
-13,73.24465529941443,34.188915537735426,house
-13,73.24577783383043,34.20272955554596,house
-13,73.20824955244314,34.1774818211148,house
-13,73.22584569982504,34.17175510444149,house
-13,73.27097486824921,34.184550484046625,house
-13,73.2462364899288,34.17416045038768,house
-13,73.20682366314512,34.13473121275206,house
-13,73.2438207171993,34.210966800502035,house
-13,73.2590394582937,34.18091438277781,house
-13,73.2486723978697,34.220356070489395,house
-13,73.24599868072066,34.16471857946219,house
-13,73.2306996636182,34.162840937126234,house
-13,73.22971802910313,34.1809288760917,house
-13,73.2344888259281,34.211737775835104,house
-13,73.19559490523535,34.12398606577221,house
-13,73.19531929627793,34.154371047130454,house
-13,73.23066030250776,34.1734916234926,house
-13,73.25203151446986,34.20506512918068,house
-13,73.23141857444935,34.200058490255124,house
-13,73.22141964504927,34.17104041178354,house
-13,73.24351961192265,34.21039137899881,house
-13,73.23686982687326,34.1906620478936,house
-13,73.25875617723726,34.19721670777161,house
-12,73.25029863747669,34.191061876651894,house
-12,73.20597164917487,34.142384781808346,house
-12,73.23355269760535,34.2109017000495,house
-12,73.27855205886017,34.175213623121465,house
-12,73.24112532157609,34.200135939968,house
-12,73.22462744080038,34.209292160018016,house
-12,73.22045878024241,34.145028468072496,house
-12,73.19218799342154,34.146702406466545,house
-12,73.27735541906745,34.1767924971826,house
-12,73.21522808885605,34.16992445092696,house
-12,73.2494583503653,34.15993120582594,house
-12,73.22625325663569,34.209447076444576,house
-12,73.2033385325499,34.166641877039496,house
-12,73.26227477315449,34.179610980823355,house
-12,73.24783176296287,34.221763165761125,house
-12,73.23562892045538,34.15090879781654,house
-12,73.25535594782838,34.17399338011181,house
-12,73.25739180953803,34.19391186995469,house
-12,73.2061533252293,34.14756093747972,house
-12,73.2231918685452,34.170553198850214,house
-12,73.24860163354116,34.22128560195681,house
-12,73.27055999349108,34.168181259436174,house
-12,73.26186914977662,34.16275859232534,house
-12,73.20067731740417,34.141652631868624,house
-12,73.20002619494923,34.138431591605354,house
-12,73.23387601766706,34.186424779392595,house
-12,73.2214826608661,34.18758380597977,house
-12,73.24700824353954,34.15773206921361,house
-12,73.26629219991172,34.15985251158339,house
-12,73.26963034936306,34.164198417978895,house
-12,73.22322129014516,34.18601814265992,house
-12,73.23835596880866,34.15084128478053,house
-12,73.20796495770745,34.146851197383555,house
-12,73.207060205566,34.14852666428106,house
-12,73.25994797708884,34.1573855476202,house
-12,73.27400324740127,34.18502133584607,house
-12,73.22822056765321,34.20622856410722,house
-12,73.22612744589674,34.178978115767286,house
-12,73.22265086477005,34.14536116244105,house
-12,73.21727305047806,34.163179819419,house
-12,73.27490726086248,34.205094567038245,house
-12,73.25184146907249,34.20033649641539,house
-12,73.25453414980367,34.17283102583403,house
-12,73.22875283577045,34.15198949096641,house
-12,73.20753589049843,34.17327277672737,house
-12,73.20257979499772,34.15747625530171,house
-12,73.23324843503536,34.157822907354536,house
-12,73.25858038114238,34.16464153215491,house
-12,73.22813039168264,34.19339979549503,house
-12,73.22311275058496,34.18796652685771,house
-11,73.24202024462433,34.16123339760237,house
-11,73.20013120524153,34.12699009200466,house
-11,73.23185821841606,34.16766264798088,house
-11,73.26788216874942,34.1855582602233,house
-11,73.22570079650664,34.18632815000494,house
-11,73.20529030265243,34.174565622150396,house
-11,73.2467515403779,34.21188640535638,house
-11,73.27100141057595,34.16540875207748,house
-11,73.21900043877271,34.191127257072054,house
-11,73.2165014408032,34.147781735174185,house
-11,73.23934403933555,34.19515311879598,house
-11,73.25340818298446,34.20199829726966,house
-11,73.26542308490878,34.19388100999362,house
-11,73.23179724423859,34.17682434232006,house
-11,73.24989163016147,34.16104255591631,house
-11,73.22779791932304,34.18070505741661,house
-11,73.20116293965735,34.13883598326226,house
-11,73.24190770578682,34.21482743138385,house
-11,73.26628225273761,34.160287011487476,house
-11,73.24083653419775,34.204585430034285,house
-11,73.23059925246645,34.18199062141394,house
-11,73.22967896437693,34.17315337347327,house
-11,73.25487311272809,34.159739710739515,house
-11,73.26665380114069,34.161810337783606,house
-11,73.24711353936955,34.163006739113605,house
-11,73.19978932539883,34.129568786458435,house
-11,73.24642710813548,34.1600544432286,house
-11,73.23101153791427,34.21095460184518,house
-11,73.19992105699332,34.128592088520044,house
-11,73.27011768913852,34.19867175341789,house
-11,73.2537484926077,34.154049944642736,house
-11,73.23729620793847,34.151603271720155,house
-11,73.24963940737146,34.211058633726104,house
-11,73.24320763919863,34.20755799123313,house
-11,73.20100745135449,34.13476442237972,house
-11,73.26852472423158,34.17200305019693,house
-11,73.20472208010666,34.15645005003805,house
-11,73.24082386674569,34.18472738895765,house
-11,73.22101260788666,34.17959730462465,house
-11,73.2437913456791,34.174678334457695,house
-11,73.20189682807198,34.13817274873413,house
-11,73.19390205705864,34.1240011239815,house
-11,73.23553316545404,34.15245123710229,house
-11,73.21154597751347,34.17376495551053,house
-11,73.2589893827972,34.183073843762905,house
-11,73.2566142799222,34.17605953388712,house
-11,73.2349660470978,34.218346808681154,house
-11,73.2501136653874,34.16226926083962,house
-11,73.22841382707531,34.164119454186505,house
-11,73.27581759535565,34.174717273172305,house
-10,73.26834842316424,34.196210987669,house
-10,73.22961294047862,34.18138806023354,house
-10,73.24390567092992,34.1868689702249,house
-10,73.25389681919971,34.16505825774406,house
-10,73.25119631254198,34.20203768456975,house
-10,73.25458354233203,34.20215801207566,house
-10,73.19850913178371,34.1293540723351,house
-10,73.27194970115664,34.1683455382148,house
-10,73.2837108797304,34.201235234405175,house
-10,73.24916997690336,34.21186087825102,house
-10,73.19807705995855,34.12969103880031,house
-10,73.27317355300862,34.179310763616144,house
-10,73.23346383687878,34.15925682421811,house
-10,73.24418594482083,34.1635253122964,house
-10,73.23390266994737,34.20966173440838,house
-10,73.24707404225545,34.15890488399328,house
-10,73.23417154592039,34.16934562927105,house
-10,73.26898510372608,34.185714301881106,house
-10,73.19875701441022,34.13124204560794,house
-10,73.20690425468891,34.13317272967811,house
-10,73.19605186287582,34.155789611865785,house
-10,73.22873057698565,34.16763839595387,house
-10,73.24277742282722,34.20536346216018,house
-10,73.2445359202658,34.21388702965734,house
-10,73.2341963542805,34.15766804816472,house
-10,73.23178494744486,34.18227926242219,house
-10,73.2012838709525,34.148387668453275,house
-10,73.22706962488421,34.150559295447486,house
-10,73.2609157074334,34.159792635757235,house
-10,73.23205290063241,34.19875019088244,house
-10,73.26664028596099,34.16333535483831,house
-10,73.21203290608463,34.17082979511273,house
-10,73.24115680330267,34.215177860871336,house
-10,73.22735541415469,34.18259549589115,house
-10,73.20714862256469,34.17410073367109,house
-10,73.21209538325995,34.148127556620324,house
-10,73.22771390789082,34.198725479724345,house
-10,73.2412438116905,34.21356758409276,house
-10,73.26936251332897,34.17296123801069,house
-10,73.20703590148858,34.137197726814435,house
-10,73.22759229427608,34.20027476224672,house
-10,73.22878389816539,34.17078393773656,house
-10,73.23443562043549,34.169632800201896,house
-10,73.25015470847923,34.18875475811432,house
-10,73.23085283609612,34.18531583457586,house
-10,73.27170487545008,34.18349875499589,house
-10,73.24530964014939,34.15628517588898,house
-10,73.21799482874364,34.18697609117556,house
-10,73.22316129232968,34.17130544970477,house
-10,73.22239931382363,34.14545061958817,house
-19,73.24145006791302,34.16904160137281,house
-19,73.25955035095676,34.15974187782931,house
-19,73.23562825514007,34.15740072470203,house
-19,73.23850246115998,34.186302248812005,house
-18,73.21064417643034,34.148258406099664,traffic
-18,73.24869568777872,34.221542715253676,traffic
-18,73.22609637966256,34.18925529291131,traffic
-18,73.22952079701109,34.210613882585434,leisure
-18,73.20312209060651,34.15311414345546,house
-18,73.22889816881907,34.14634633223937,house
-18,73.24330448733078,34.17444580457209,house
-18,73.24145006791302,34.16904160137281,house
-18,73.24772740395484,34.173889100700016,house
-18,73.24924453523097,34.158160471432225,house
-18,73.22812677914123,34.200284878599675,house
-18,73.22340800901227,34.170446380958374,house
-18,73.22393757757905,34.18496159949666,house
-18,73.24223702767816,34.22012793458294,house
-17,73.20454585435549,34.135030257072486,traffic
-17,73.24708217597195,34.19177298936563,traffic
-17,73.23277647894588,34.16782917523758,office
-17,73.20420806143163,34.167045188227966,house
-17,73.23120976671302,34.17394961537632,house
-17,73.24145006791302,34.16904160137281,house
-17,73.26358097613145,34.182810567374055,house
-17,73.25921226809531,34.17389358527421,house
-17,73.24360903742792,34.18613335321714,house
-17,73.2659864061841,34.19946909477118,house
-17,73.25548056074099,34.20555848768928,house
-17,73.23853342213745,34.197143625991615,house
-17,73.24404247342927,34.205112474188084,house
-17,73.24869568777872,34.221542715253676,house
-17,73.24869568777872,34.221542715253676,house
-17,73.24869568777872,34.221542715253676,house
-17,73.24973831792728,34.203549258871234,house
-17,73.24222914555195,34.208694735407285,house
-17,73.2349344269904,34.19356935449661,house
-17,73.21208794125668,34.178762725935606,house
-17,73.22947655992077,34.20163325031738,house
-17,73.22614065350412,34.17987099032742,house
-17,73.22409049440148,34.16871896752305,house
-17,73.22409049440148,34.16871896752305,house
-17,73.23351960217569,34.20991881128299,house
-17,73.21438310506116,34.1765613864958,house
-16,73.21998521257291,34.18968603387537,traffic
-16,73.19719983207601,34.151588335372175,leisure
-16,73.25299232854942,34.169183474562786,school
-16,73.22362661253554,34.2008180659298,school
-16,73.26069448636544,34.168236851207126,shopping
-16,73.22223166294339,34.176662776404015,supermarket
-16,73.2113762756812,34.17188411596532,supermarket
-16,73.24851338415272,34.199938629215275,place_of_worship
-16,73.20827620158676,34.14876084993051,house
-16,73.20428049301225,34.14859011517412,house
-16,73.20067832726593,34.153709170191696,house
-16,73.21313201253449,34.13626217121664,house
-16,73.22429591522696,34.14807620967459,house
-16,73.24330448733078,34.17444580457209,house
-16,73.24145006791302,34.16904160137281,house
-16,73.22710747094908,34.17072912779592,house
-16,73.26914164647691,34.165771057040004,house
-16,73.26364316540105,34.18496402877768,house
-16,73.27101225688378,34.180320153113016,house
-16,73.24360903742792,34.18613335321714,house
-16,73.2531449076715,34.202358062017666,house
-16,73.23853342213745,34.197143625991615,house
-16,73.24404247342927,34.205112474188084,house
-16,73.25169209463087,34.2054308966891,house
-16,73.24085732897835,34.200115456858235,house
-16,73.24973831792728,34.203549258871234,house
-16,73.22875337642434,34.20236577729959,house
-16,73.22409049440148,34.16871896752305,house
-16,73.22409049440148,34.16871896752305,house
-16,73.2240556711822,34.17117534849752,house
-16,73.22433749302586,34.20793587937664,house
-16,73.21438310506116,34.1765613864958,house
-16,73.21175302531624,34.14347162564697,house
-16,73.21175302531624,34.14347162564697,house
-15,73.23236947475397,34.179161515836945,traffic
-15,73.2358922137462,34.15843605107168,traffic
-15,73.24852675018887,34.16032196087859,traffic
-15,73.24558987948399,34.157041911933305,traffic
-15,73.27123739745443,34.18205797826373,traffic
-15,73.21116321052187,34.17903323459447,traffic
-15,73.22981440916571,34.19951422325919,traffic
-15,73.2247695276168,34.19269669011798,traffic
-15,73.22627147543719,34.20838445000133,traffic
-15,73.2253555173497,34.196107941139104,traffic
-15,73.21758073103717,34.170259556490585,traffic
-15,73.28297340381968,34.202134102449286,traffic
-15,73.2457394643505,34.168108553761876,school
-15,73.26814534066318,34.18495081970036,school
-15,73.23809912813019,34.218549536479394,shopping
-15,73.23648216855842,34.16455434606258,shopping
-15,73.26745948928873,34.16216334735438,supermarket
-15,73.27570507472934,34.1787029714286,supermarket
-15,73.24980742237739,34.209845625276245,supermarket
-15,73.25666911755191,34.15363295763552,place_of_worship
-15,73.23664341037826,34.19566541535021,office
-15,73.20420806143163,34.167045188227966,house
-15,73.20536696675744,34.15606454950248,house
-15,73.20454585435549,34.135030257072486,house
-15,73.22889816881907,34.14634633223937,house
-15,73.21630291454547,34.14781266033413,house
-15,73.22696650308211,34.148781491468355,house
-15,73.23120976671302,34.17394961537632,house
-15,73.24330448733078,34.17444580457209,house
-15,73.23530548936702,34.164688692569015,house
-15,73.24311558291532,34.16203937306389,house
-15,73.25955035095676,34.15974187782931,house
-15,73.2475580342374,34.17008516297232,house
-15,73.26364316540105,34.18496402877768,house
-15,73.27293970040618,34.17967023610812,house
-15,73.27370994667146,34.17216628817463,house
-15,73.2659864061841,34.19946909477118,house
-15,73.25548056074099,34.20555848768928,house
-15,73.24404247342927,34.205112474188084,house
-15,73.22947679572849,34.208844240274814,house
-15,73.23637976696274,34.21968344391811,house
-15,73.22340800901227,34.170446380958374,house
-15,73.22947655992077,34.20163325031738,house
-15,73.22897807626983,34.193644304694196,house
-14,73.20438552845809,34.14848767250094,traffic
-14,73.23272990033556,34.168234282171795,traffic
-14,73.26767903556531,34.16331660525976,traffic
-14,73.2382993264727,34.16765869387355,traffic
-14,73.23014105788366,34.21383334126524,traffic
-14,73.23443674283924,34.19666278669428,traffic
-14,73.26181869225843,34.18440445920668,school
-14,73.2265214424302,34.21189505103382,school
-14,73.2654021930574,34.173714408619105,supermarket
-14,73.2320203224247,34.207564316628854,supermarket
-14,73.20168404402544,34.14633437043205,house
-14,73.20060451692669,34.132942970838734,house
-14,73.2104737482798,34.146567805361265,house
-14,73.19899427186127,34.12608871843751,house
-14,73.21630291454547,34.14781266033413,house
-14,73.24145006791302,34.16904160137281,house
-14,73.25666911755191,34.15363295763552,house
-14,73.22763910010977,34.16454213504348,house
-14,73.23953236086932,34.158004779224605,house
-14,73.25908103048988,34.1654010146121,house
-14,73.25299232854942,34.169183474562786,house
-14,73.23732033674841,34.17210452395289,house
-14,73.2557571568294,34.15287610092605,house
-14,73.2557571568294,34.15287610092605,house
-14,73.26364316540105,34.18496402877768,house
-14,73.27370994667146,34.17216628817463,house
-14,73.23969047717355,34.193431913327565,house
-14,73.23481084701876,34.189463645491244,house
-14,73.259805163821,34.19689903980605,house
-14,73.24961090738081,34.219043623016674,house
-14,73.24780122837501,34.21651190985673,house
-14,73.24849998191607,34.221755553999465,house
-14,73.22883874211057,34.18576572028344,house
-14,73.24269899992404,34.218723428174386,house
-14,73.21998521257291,34.18968603387537,house
-14,73.23637976696274,34.21968344391811,house
-14,73.2198065528495,34.185638982705825,house
-14,73.28297340381968,34.202134102449286,house
-13,73.20310601203131,34.15633434985648,traffic
