day,Akash Rabbani.Shaheed.Colony,Hassan.Town,Mohallah.Khalilzai,Jhangi.Syedan,Jinnahabad.Colony,unknown.22,Jadoon.Colony,unknown.23,Kaghan.Colony,Dar.ul.Khair,unknown.10,unknown.13,Banni,Maira.Tal.Road,unknown.15,unknown.4,PMA.Kakul,Banda.Phugwarian,Musa.Zai.Colony,unknown.26,unknown.19,Sairi,unknown.12,Thanda.Maira,Kholay.Choonakari,Banda.Sapan,Bilal.Town,Sir.Syed.Colony,unknown.3,Habibullah.Colony,unknown.18,unknown.6,Comsats,Al.Mansoor.Town,unknown.25,Police.Officers.Colony,Amir.Alam.Awan.Town,unknown.8,Kehal,unknown.2,Civil.Officers.Colony,Nawansher,Ayub.Teaching.Hospital,unknown.17,Sikandarabad,unknown.21,Mohalla.Nizami,unknown.9,Sheikh.ul.Bandi,Lower.Malikpura,Maira.Mandroch.Road,Salhad,unknown.5,unknown.1,Kakul.Village,unknown.16,unknown.7,unknown.11,Abbottabad.Public.School,Mian.de.Sairi,Malikpura,unknown.14,Mohalla.Usmanabad,unknown.24,unknown.20,Jhangi.Qazian,Muslim.Town,unknown
270,3,1,0,9,2,5,3,0,2,0,0,7,8,1,4,1,0,2,6,0,4,0,0,2,3,0,16,0,9,10,0,0,1,13,0,0,0,0,3,14,3,22,0,0,1,0,0,0,5,2,12,3,0,4,4,0,0,21,0,4,17,0,1,0,0,3,0,2
271,3,1,0,7,1,4,3,0,2,0,0,5,7,1,4,1,0,1,5,0,4,0,0,2,4,0,16,0,10,9,0,0,1,15,0,0,0,0,2,13,3,23,0,0,1,0,0,0,6,2,10,3,0,5,5,0,0,21,0,3,13,0,1,0,0,4,0,2
272,2,1,0,7,1,5,4,0,3,0,0,5,10,1,3,1,0,1,4,0,3,0,0,2,4,0,16,0,11,10,0,0,0,15,0,0,0,0,2,12,4,24,0,0,1,0,0,0,6,2,8,3,0,6,6,0,0,20,0,2,12,0,2,0,0,6,0,3
273,2,1,0,7,0,3,5,0,4,0,0,7,8,1,4,1,0,1,4,0,3,0,0,2,4,0,16,0,11,12,0,0,0,13,0,0,0,0,3,11,6,26,0,0,1,0,0,0,7,2,5,4,0,6,6,0,0,17,0,0,9,0,3,0,0,6,0,4
274,1,2,0,8,1,3,5,0,5,0,0,7,8,1,5,0,0,1,4,0,3,0,1,1,2,0,17,0,11,12,0,0,0,13,0,0,1,0,3,10,6,26,0,0,1,0,0,0,7,3,5,4,0,6,6,0,0,16,0,0,9,0,5,0,0,7,0,4
275,1,3,0,7,2,3,6,0,6,0,0,7,12,1,6,0,0,1,4,0,3,0,1,1,2,0,18,0,10,12,0,0,0,12,0,0,1,0,3,8,6,27,0,0,0,0,0,0,7,3,2,3,0,7,6,0,0,15,0,0,7,0,7,0,0,7,0,4
276,0,3,0,7,2,2,6,0,5,0,0,6,12,1,6,0,0,2,4,0,2,0,2,1,2,0,18,0,10,11,0,0,0,11,0,0,1,0,4,8,6,24,0,0,0,0,0,0,7,3,2,3,0,5,4,0,0,16,0,0,6,0,7,0,0,8,0,4
277,0,4,0,7,2,2,8,0,5,0,0,6,12,1,7,0,0,2,7,0,2,0,2,1,1,0,20,0,8,12,0,0,0,11,0,0,1,0,5,9,5,23,0,0,0,0,0,0,7,3,1,3,0,5,3,0,0,15,0,0,6,0,10,0,0,11,0,4
278,0,5,0,6,2,1,8,0,5,0,0,5,14,1,7,0,0,2,6,0,1,0,2,1,2,0,20,0,6,14,0,0,0,10,0,0,1,0,4,8,5,15,0,0,0,0,0,0,7,3,0,4,0,5,2,0,1,12,0,0,6,0,9,0,0,8,0,5
279,0,6,0,4,2,0,7,0,7,0,0,4,13,1,7,0,0,2,6,0,1,0,2,0,2,0,18,2,5,14,0,0,0,8,0,0,1,0,4,9,3,17,0,0,0,0,0,0,5,2,1,5,0,5,2,0,2,12,0,0,6,0,10,0,0,9,0,4
280,0,6,0,3,2,0,8,0,6,0,0,3,13,1,8,0,0,3,7,0,1,0,2,0,3,0,17,4,5,12,0,0,0,7,0,0,1,0,3,8,2,16,0,0,0,0,0,0,5,2,2,6,0,4,2,0,3,12,0,0,8,1,11,0,0,8,0,4
281,0,6,0,3,2,0,6,0,5,0,0,3,13,1,7,0,0,3,8,0,1,0,2,0,4,0,16,7,3,14,0,0,0,4,0,0,1,0,2,8,3,14,0,0,0,0,0,0,4,2,2,6,0,3,2,0,3,10,0,0,9,2,10,0,0,9,0,6
282,0,7,0,3,3,0,6,0,5,0,0,3,13,1,8,0,0,3,8,0,1,0,2,0,4,0,16,8,2,16,0,0,0,5,0,0,1,0,3,10,1,14,0,0,0,0,0,0,4,3,2,5,0,1,2,0,3,9,0,0,11,3,10,0,0,9,0,5
283,0,6,0,4,3,0,7,0,5,0,0,4,8,1,8,0,0,5,9,0,0,0,1,0,3,0,18,10,1,15,0,0,0,6,0,0,1,0,2,10,1,12,0,0,0,0,0,0,3,5,2,6,0,1,2,0,3,9,0,0,10,4,11,0,0,9,0,5
284,0,8,0,3,2,0,5,0,5,0,0,4,8,0,7,0,0,5,12,0,0,0,0,0,4,0,19,12,1,17,0,0,0,5,0,0,0,0,1,12,1,11,0,0,0,0,0,0,2,6,3,7,0,1,3,0,3,7,0,0,9,4,11,0,0,8,0,5
285,0,9,0,3,1,0,3,0,4,0,0,3,9,0,5,0,0,6,14,0,0,0,0,0,5,0,19,13,0,15,0,0,0,5,0,0,0,0,2,12,1,10,0,0,0,0,0,0,2,5,3,6,0,1,3,0,3,8,0,0,10,6,10,0,0,7,0,4
286,0,9,0,2,1,0,2,0,4,0,0,3,6,0,5,0,0,6,15,0,0,0,0,0,5,0,21,12,0,16,0,0,0,5,0,0,0,0,2,11,1,9,0,0,0,0,0,0,2,5,3,6,0,1,3,0,2,8,0,0,9,7,11,0,0,4,0,5
287,0,10,0,1,1,0,2,0,4,0,0,2,7,0,6,0,0,5,14,0,0,0,0,0,5,0,18,14,1,18,0,0,0,5,0,0,0,0,3,13,1,9,0,0,0,0,0,0,1,7,3,6,0,0,4,0,1,12,0,0,8,8,9,0,0,3,0,6
288,0,11,0,0,1,0,2,0,3,0,0,2,6,0,6,0,0,7,13,0,0,0,0,0,6,0,19,16,1,20,0,0,0,5,0,0,0,0,2,12,0,7,0,0,0,0,0,0,1,5,4,6,0,0,4,0,1,14,0,0,8,8,9,0,0,3,0,6
289,0,11,0,0,1,0,2,0,3,0,0,4,5,0,6,0,0,7,13,0,0,0,0,0,6,0,18,20,1,21,0,0,0,5,0,0,1,0,2,11,0,6,0,0,0,0,0,0,1,6,3,6,0,0,5,0,1,10,0,0,8,8,8,0,0,2,0,6
290,0,11,0,0,1,0,1,0,2,0,0,8,5,0,5,0,0,7,14,0,0,0,0,0,6,0,18,23,1,23,0,0,0,6,0,0,1,0,4,12,0,6,0,0,0,0,0,0,1,9,3,6,0,0,6,0,1,9,0,0,9,9,8,0,0,1,0,4
291,0,11,0,0,3,1,1,0,2,0,0,11,6,0,5,0,0,9,15,0,0,0,0,0,7,0,23,25,1,26,0,0,0,6,0,0,1,0,3,11,0,5,0,0,0,0,0,0,1,9,4,6,0,0,7,0,1,9,0,0,7,8,7,0,0,1,0,4
292,0,11,0,0,3,1,1,0,3,0,0,12,6,0,4,0,0,8,14,0,0,0,0,0,8,0,25,25,1,27,0,0,0,5,0,0,2,0,4,12,0,5,0,0,0,0,0,0,1,11,2,5,0,0,8,0,2,10,0,0,6,8,7,0,0,0,0,4
293,0,9,0,1,2,1,1,0,4,0,0,14,6,0,4,0,0,9,15,0,0,0,0,0,9,0,22,26,2,26,0,0,0,5,0,0,2,0,4,11,0,6,0,0,1,0,0,0,1,11,3,3,0,0,9,0,2,12,0,0,6,8,5,0,0,0,0,3
294,0,10,0,2,2,1,0,0,5,0,0,13,6,0,4,0,0,9,16,0,0,0,0,0,8,0,21,25,2,25,0,0,0,3,0,1,1,0,3,10,0,5,0,0,1,0,0,0,2,12,3,4,0,0,9,0,1,12,0,0,6,10,5,0,0,0,0,3
295,0,9,0,2,3,1,0,0,6,0,0,12,6,0,4,0,0,7,16,0,0,0,0,0,9,0,16,26,2,23,0,0,0,3,0,1,1,0,3,10,0,6,0,0,1,0,0,0,2,12,2,4,0,1,9,0,1,12,0,0,8,7,4,0,0,0,0,1
296,0,8,0,3,3,3,0,0,7,0,0,11,6,0,3,0,0,7,13,0,0,0,0,0,9,0,15,26,1,18,0,0,0,3,0,1,1,0,4,10,0,6,0,0,2,0,0,0,2,12,3,5,0,1,9,0,1,12,0,0,10,9,5,0,0,0,0,0
297,0,7,0,3,3,3,0,0,8,0,0,10,6,0,3,0,0,6,11,0,0,0,0,0,7,0,14,27,1,16,0,0,0,4,0,1,0,0,5,12,0,7,0,0,2,0,0,0,2,11,3,5,0,1,9,0,1,10,0,0,10,10,5,0,0,1,0,0
298,0,4,0,2,3,2,0,0,9,0,0,9,5,0,3,0,0,6,10,0,0,0,0,0,8,0,15,26,1,14,0,0,0,4,0,1,0,0,5,12,0,8,0,0,2,0,0,0,2,13,4,6,0,1,7,0,2,11,0,0,9,9,4,0,0,2,0,0
299,0,3,0,2,3,2,0,0,7,0,0,8,5,0,2,0,0,6,6,0,0,0,0,0,7,0,13,22,1,10,0,0,0,3,0,1,0,0,5,14,0,10,0,0,3,0,0,0,1,14,3,8,0,1,4,0,2,11,0,0,9,9,3,0,0,2,0,0
300,0,3,0,3,3,2,0,0,6,0,0,6,5,0,2,0,0,5,6,0,0,0,0,0,6,0,10,21,1,8,0,0,0,3,0,2,0,0,5,15,0,12,0,0,3,0,0,0,1,14,3,9,0,1,4,0,2,10,0,0,10,9,4,0,0,2,0,0
301,0,2,0,3,2,2,0,0,6,0,0,6,3,0,2,0,0,5,5,0,0,0,0,0,6,0,10,20,1,6,0,0,0,3,0,1,1,0,5,15,0,13,0,0,3,0,0,0,1,13,4,10,0,3,5,0,1,10,0,0,11,8,3,0,0,2,0,0
302,0,2,0,2,2,2,0,0,5,0,0,5,2,0,2,0,0,4,4,0,0,0,0,0,4,1,6,16,1,5,0,0,0,3,0,1,1,0,4,15,0,14,0,0,4,0,0,0,1,14,4,10,0,2,5,0,2,11,0,0,10,8,4,0,0,3,0,0
303,0,1,0,2,1,2,0,0,5,0,0,5,2,0,1,0,0,2,3,0,0,0,0,0,3,1,5,14,0,5,0,0,0,4,0,1,1,0,5,15,0,19,0,0,5,0,0,0,1,12,3,11,0,3,5,0,2,11,0,0,11,10,4,0,0,3,0,0
304,0,1,0,2,1,2,0,0,4,0,1,4,2,0,1,0,0,2,2,0,0,0,0,0,2,1,4,12,0,5,0,0,0,4,0,1,1,0,5,17,0,20,0,0,5,0,0,0,1,10,2,12,0,3,5,0,3,11,0,0,11,10,5,0,0,3,0,0
305,0,1,0,2,1,2,0,0,4,0,1,4,3,0,0,0,0,2,2,0,0,0,0,0,0,1,4,9,0,5,0,0,0,3,0,2,2,0,5,17,0,22,0,0,4,0,0,0,0,7,2,11,0,3,5,0,4,13,0,0,9,11,4,0,0,2,0,0
306,0,3,0,2,1,2,0,0,3,0,1,3,3,0,0,0,0,1,1,0,0,0,0,0,0,2,3,7,0,4,0,0,0,3,0,1,2,0,5,19,0,24,0,0,4,0,0,0,0,7,2,10,0,4,6,0,4,13,0,0,9,12,3,0,0,2,0,0
307,0,4,0,1,1,1,0,0,3,0,1,3,1,0,0,0,0,1,1,0,0,0,0,0,0,4,3,4,0,5,0,0,0,3,0,1,2,0,4,18,0,25,0,0,3,0,0,0,0,6,2,9,0,3,6,0,5,14,0,0,9,12,3,0,0,2,0,0
308,1,4,0,1,1,0,0,0,2,0,1,3,1,0,0,0,0,2,2,0,0,0,0,0,0,4,3,4,0,6,0,0,0,2,0,1,2,0,4,17,0,29,0,0,3,0,0,0,0,6,2,9,0,4,5,0,4,16,0,0,8,11,3,0,0,2,0,0
309,1,4,0,1,1,0,0,0,2,0,1,2,1,0,0,0,0,2,2,0,0,0,0,0,0,7,3,4,0,5,0,0,0,2,0,1,2,0,4,19,0,29,0,0,3,0,0,0,0,6,2,9,0,4,5,0,5,18,0,0,9,12,2,0,0,2,0,0
310,1,4,0,1,1,0,0,0,2,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,10,3,3,0,5,0,0,0,2,0,1,2,0,5,19,0,33,0,0,2,0,0,0,0,6,3,8,0,5,6,0,5,18,0,0,8,13,2,0,0,0,0,0
311,1,5,0,1,2,0,0,0,1,0,1,0,3,0,0,0,0,2,3,0,0,0,0,0,1,10,2,1,0,6,0,0,0,2,0,1,2,0,7,18,0,33,0,0,2,0,0,0,0,4,4,7,0,5,6,0,5,20,0,0,9,14,2,0,0,0,0,0
312,1,5,0,1,2,0,0,0,1,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,2,13,2,0,0,6,0,0,0,2,0,1,2,0,8,17,0,28,0,0,2,0,0,0,1,4,3,7,0,6,6,0,4,24,0,0,11,13,1,0,0,0,0,0
313,1,4,0,1,3,0,0,0,1,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,2,14,1,1,0,6,0,0,0,2,0,1,2,0,11,14,0,26,0,0,1,0,0,0,3,3,3,7,0,7,5,0,4,22,0,0,13,10,1,0,0,0,0,0
314,1,4,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,2,13,1,1,0,7,0,0,0,1,0,0,1,0,14,16,0,27,0,0,1,0,0,0,3,2,3,8,0,7,4,0,4,22,0,0,12,8,2,0,0,0,0,0
315,1,3,0,1,3,0,0,0,1,0,0,0,4,0,0,0,0,1,3,0,0,0,0,0,2,12,1,1,0,8,0,0,0,1,1,0,1,0,17,13,0,26,0,0,1,0,0,0,3,2,3,7,0,7,4,0,4,22,0,0,13,8,2,0,0,0,0,0
316,1,2,0,1,5,0,0,0,1,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,3,8,1,1,0,8,0,0,0,1,1,0,1,0,15,12,0,25,0,0,1,0,0,0,3,1,3,7,0,8,3,0,3,22,0,0,14,8,2,0,0,1,0,0
317,0,2,0,1,7,0,0,0,1,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,4,8,1,1,0,8,0,0,0,1,1,0,1,0,16,13,0,21,0,0,1,0,0,0,4,1,3,8,0,7,2,0,3,21,0,0,12,5,1,0,0,1,0,0
318,0,1,0,2,7,1,0,0,1,0,0,0,2,0,0,0,0,2,1,0,0,0,0,1,3,7,1,1,0,10,0,0,0,0,1,0,0,0,14,13,0,17,0,0,1,0,0,0,6,2,2,6,0,6,2,0,1,17,0,0,13,5,1,0,0,1,0,0
319,0,1,0,2,7,1,0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,1,4,4,1,1,0,8,0,0,0,0,1,0,0,0,15,14,0,15,0,0,1,0,0,0,6,2,3,5,0,6,3,0,0,12,0,0,15,4,1,0,0,1,0,0
320,0,1,0,2,7,1,0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,1,5,3,2,1,0,8,0,0,0,0,1,0,0,0,15,14,0,13,0,0,2,0,0,0,7,2,5,5,0,5,2,0,0,10,0,0,15,5,1,0,0,1,0,0
321,0,1,0,2,7,1,0,0,1,0,0,0,3,0,0,0,0,1,4,0,0,0,0,1,6,2,2,2,0,8,0,0,0,0,1,0,0,0,12,14,0,12,0,0,3,0,0,0,9,2,5,3,0,5,2,0,0,9,0,0,13,5,1,0,0,2,0,0
322,0,0,0,4,9,1,0,0,1,0,0,0,2,0,0,0,0,2,5,0,0,0,0,1,6,2,2,2,0,8,0,0,0,0,1,0,0,0,9,14,0,9,0,0,3,0,0,0,11,2,4,2,0,4,2,0,0,7,0,0,12,5,1,0,0,1,0,0
323,0,0,0,5,11,4,0,0,1,0,0,0,1,0,0,0,0,2,5,0,0,0,0,1,6,1,2,4,0,8,0,0,0,0,0,0,0,0,9,16,0,9,0,0,2,0,0,0,10,2,4,2,0,4,2,0,0,5,0,0,10,5,1,0,0,1,0,0
324,0,0,0,5,10,4,0,0,1,0,0,0,1,0,0,0,0,3,5,0,0,0,0,1,7,0,1,4,0,6,0,0,0,0,0,0,0,0,9,11,0,10,0,0,2,0,0,0,12,2,4,2,0,4,2,0,0,4,0,0,9,5,1,0,0,1,0,0
325,0,0,0,5,12,5,0,0,1,0,0,0,1,0,0,0,0,3,5,0,0,0,0,1,7,0,1,4,0,6,0,0,0,0,0,0,0,0,7,7,0,15,0,0,2,0,0,0,15,2,4,2,0,3,2,0,0,5,0,0,10,5,1,0,0,1,0,0
326,0,0,0,6,11,7,0,0,1,0,0,0,1,0,0,0,0,3,4,0,0,0,0,0,7,0,3,4,0,4,0,0,0,0,0,0,0,0,5,7,0,15,0,0,3,0,0,0,15,1,3,2,0,2,2,0,0,5,0,0,8,7,1,0,0,1,0,0
327,0,0,0,6,10,6,0,0,1,0,0,0,1,0,0,0,0,3,5,0,0,0,0,0,7,0,3,4,0,4,0,0,0,0,0,0,0,0,5,7,0,18,0,0,2,0,0,0,16,1,3,2,0,1,2,0,0,4,0,0,7,7,1,0,0,1,0,0
328,0,0,0,6,8,6,0,0,1,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,6,0,4,4,0,6,0,0,0,0,0,0,0,0,4,7,0,18,0,0,2,0,0,0,16,1,2,2,0,1,2,0,0,3,0,0,6,8,1,0,0,1,0,0
329,0,0,0,7,7,6,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,7,0,4,4,0,5,0,0,0,0,0,0,0,0,4,5,0,19,0,0,1,0,0,0,20,1,3,1,0,1,1,0,0,3,0,0,3,8,1,0,0,2,0,0
330,0,0,0,6,9,6,0,0,3,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,7,0,3,4,0,5,0,0,0,0,0,0,0,0,3,4,0,17,0,0,2,0,0,0,19,1,2,1,0,1,0,0,0,4,0,0,3,9,1,0,0,3,0,0
331,0,0,0,5,9,5,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,1,0,6,0,4,4,0,6,0,1,0,0,0,0,0,0,3,2,0,16,0,0,2,0,0,0,20,1,1,1,0,1,1,0,0,3,0,0,3,7,1,0,0,4,0,0
332,0,0,0,4,9,3,0,0,3,0,0,0,0,0,0,0,0,3,7,0,0,0,1,0,7,0,4,5,0,6,0,1,0,0,0,0,0,0,3,0,0,16,0,0,2,0,0,0,21,1,2,1,0,1,1,0,0,3,0,0,3,8,1,0,0,4,0,0
333,0,0,0,3,7,3,0,0,2,0,0,0,0,0,0,0,0,4,8,0,0,0,1,0,8,0,4,5,0,6,0,1,0,0,0,0,0,0,2,0,0,18,0,0,1,0,0,0,19,1,2,1,0,1,1,0,0,4,0,0,3,9,1,0,0,3,0,0
334,0,0,0,2,5,2,0,0,2,0,0,0,0,0,0,0,0,4,7,0,0,0,2,0,6,0,4,5,0,5,0,1,0,0,0,0,0,0,2,1,0,17,0,0,1,0,0,0,20,1,2,1,0,0,2,0,0,4,0,0,3,6,1,0,0,3,0,0
335,0,0,0,1,6,2,1,0,2,0,0,0,0,0,0,0,0,4,6,0,0,0,2,0,4,0,6,5,0,7,0,1,0,0,0,0,0,0,0,1,0,17,0,0,1,0,0,0,17,1,2,1,0,0,2,0,0,4,0,1,4,6,1,0,0,3,0,0
336,0,0,0,1,7,2,1,0,2,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,4,0,6,2,0,8,0,1,0,0,0,0,0,0,0,1,0,15,0,0,1,0,0,0,16,0,2,0,0,0,4,0,0,4,0,2,4,7,1,0,0,3,0,0
337,0,0,0,1,6,2,2,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,4,0,7,1,0,8,0,1,0,0,0,0,0,0,0,1,0,17,0,0,1,0,0,0,12,0,2,0,0,0,4,0,0,4,0,2,3,7,1,0,0,4,0,0
338,0,0,0,1,5,1,2,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,4,0,9,1,0,8,0,1,0,0,0,0,0,0,0,1,0,15,0,0,1,0,0,0,9,0,2,0,0,0,4,0,0,4,0,2,2,6,1,0,0,3,0,0
339,0,0,0,1,6,1,2,0,1,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,3,0,10,1,0,10,0,1,0,0,0,0,0,0,0,1,0,14,0,0,1,0,0,0,9,0,3,0,0,0,5,0,0,4,0,3,2,6,1,0,0,2,0,0
340,0,0,0,1,6,1,2,0,1,0,0,0,0,1,0,0,0,3,7,0,0,0,4,0,3,0,9,1,0,9,0,1,0,0,0,0,0,0,1,1,0,12,0,0,0,0,0,0,9,1,4,0,0,1,4,0,0,4,0,3,3,5,1,0,0,2,0,0
341,0,0,0,1,5,1,2,0,1,0,0,0,0,1,0,0,0,3,7,0,0,0,4,0,2,0,11,1,0,9,0,1,0,0,0,0,0,0,1,1,0,12,0,0,0,0,0,0,10,1,4,0,0,1,5,0,0,3,0,3,3,5,0,0,0,2,0,0
342,0,0,0,0,5,1,2,0,1,0,0,0,0,1,0,0,0,3,6,0,0,0,4,0,2,0,10,1,0,8,0,1,0,0,0,0,0,0,1,1,0,13,0,0,0,0,0,0,9,2,4,0,0,1,3,0,0,2,0,3,3,3,0,0,0,1,0,0
343,0,0,0,0,4,0,2,0,1,0,0,0,0,1,0,0,0,3,7,0,0,0,3,0,1,0,12,0,0,8,0,1,0,0,0,0,0,0,1,1,0,10,0,0,0,0,0,0,7,3,6,0,0,1,3,0,0,1,0,4,3,3,0,0,0,1,0,0
344,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,3,0,0,0,13,0,0,5,0,1,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,3,3,7,0,0,1,3,0,0,1,0,4,2,2,0,0,0,1,0,0
345,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,4,0,0,0,11,0,0,4,0,1,0,0,0,0,0,0,1,1,0,10,0,0,0,0,0,0,2,4,8,0,0,1,4,0,0,1,0,5,3,2,0,0,0,1,0,0
346,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,10,0,0,3,0,1,0,0,0,0,0,0,2,0,0,7,0,0,1,0,0,0,2,4,8,0,0,1,4,0,1,1,0,6,3,1,0,0,0,0,0,0
347,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,9,0,0,2,0,1,0,0,0,0,0,0,3,0,0,7,0,0,1,0,0,0,2,3,6,0,0,1,3,0,1,1,0,6,5,2,0,0,0,0,0,0
348,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,8,0,0,3,0,1,0,0,0,0,0,0,3,0,0,8,0,0,1,0,0,0,2,6,6,0,0,0,3,0,2,1,0,6,4,2,0,0,0,1,0,0
349,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,7,0,0,2,0,1,0,0,0,0,0,0,3,0,0,8,0,0,1,0,0,0,2,6,5,0,0,0,3,0,2,1,0,6,4,2,0,0,0,1,0,0
350,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,8,0,0,2,0,1,0,0,0,0,0,0,4,0,0,8,0,0,1,0,0,0,2,9,5,0,0,0,3,0,4,1,0,6,4,1,0,0,0,1,0,0
351,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,4,0,0,10,0,0,1,0,0,0,1,10,6,0,0,0,2,0,6,1,0,5,5,1,0,0,0,0,0,0
352,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,4,0,0,12,0,0,1,0,0,0,1,10,5,0,0,0,3,0,5,0,0,5,6,1,0,0,0,0,0,0
353,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,2,0,0,13,0,0,3,0,0,0,1,12,5,0,0,0,3,0,5,0,0,5,6,1,0,0,0,0,0,0
354,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,3,0,0,16,0,0,4,0,0,0,1,14,6,0,0,0,2,0,5,0,0,4,6,0,0,0,0,0,0,0
355,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,3,0,0,17,0,0,4,0,0,0,1,16,6,0,0,0,2,0,5,0,0,4,5,0,0,0,0,0,0,0
356,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,5,0,0,2,0,0,0,0,0,0,0,0,4,0,0,18,0,0,4,0,0,0,1,14,4,0,0,0,2,0,5,0,0,2,5,0,0,0,0,0,0,0
357,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,3,4,0,0,2,0,0,0,0,0,0,0,0,4,0,0,19,0,0,4,0,0,0,1,12,4,0,0,0,2,0,5,0,0,1,4,0,0,0,0,0,0,0
358,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,18,0,0,5,0,0,0,1,10,4,0,0,0,1,0,5,0,0,0,3,0,0,0,0,0,0,0
359,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,4,2,0,0,1,0,0,0,1,0,0,0,0,5,1,0,18,0,0,5,0,0,0,1,8,5,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0
360,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,5,2,0,0,1,0,0,0,2,0,0,0,0,5,1,0,19,0,0,4,0,0,0,1,7,5,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0
361,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,5,2,0,0,1,0,0,0,2,0,0,0,0,5,1,0,16,0,0,3,0,0,0,0,5,5,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0
362,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,6,2,0,0,1,0,0,0,3,0,0,0,0,6,1,0,18,0,0,2,0,0,0,0,5,5,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
363,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,6,2,0,0,1,0,0,0,3,0,0,0,0,6,2,0,19,0,0,1,0,0,0,0,4,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
364,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,7,2,0,0,1,0,0,0,3,0,0,0,0,5,2,0,19,0,0,0,0,0,0,0,3,5,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0
365,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,8,2,0,0,2,0,0,0,3,0,0,0,0,4,3,0,17,0,0,0,0,0,0,0,3,5,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0
