day,Akash Rabbani.Shaheed.Colony,Hassan.Town,Mohallah.Khalilzai,Jhangi.Syedan,Jinnahabad.Colony,unknown.22,Jadoon.Colony,unknown.23,Kaghan.Colony,Dar.ul.Khair,unknown.10,unknown.13,Banni,Maira.Tal.Road,unknown.15,unknown.4,PMA.Kakul,Banda.Phugwarian,Musa.Zai.Colony,unknown.26,unknown.19,Sairi,unknown.12,Thanda.Maira,Kholay.Choonakari,Banda.Sapan,Bilal.Town,Sir.Syed.Colony,unknown.3,Habibullah.Colony,unknown.18,unknown.6,Comsats,Al.Mansoor.Town,unknown.25,Police.Officers.Colony,Amir.Alam.Awan.Town,unknown.8,Kehal,unknown.2,Civil.Officers.Colony,Nawansher,Ayub.Teaching.Hospital,unknown.17,Sikandarabad,unknown.21,Mohalla.Nizami,unknown.9,Sheikh.ul.Bandi,Lower.Malikpura,Maira.Mandroch.Road,Salhad,unknown.5,unknown.1,Kakul.Village,unknown.16,unknown.7,unknown.11,Abbottabad.Public.School,Mian.de.Sairi,Malikpura,unknown.14,Mohalla.Usmanabad,unknown.24,unknown.20,Jhangi.Qazian,Muslim.Town,unknown
1,5,15,2,16,19,3,16,1,28,7,4,15,23,13,1,8,3,24,49,1,7,1,11,7,12,5,53,31,14,33,1,11,0,24,2,9,14,11,30,52,10,91,0,0,11,0,6,0,22,31,35,19,0,6,9,0,11,58,0,16,24,38,22,1,0,37,8,4
2,6,14,2,14,22,4,17,0,23,7,4,12,22,12,1,9,4,24,54,3,9,1,10,8,15,5,48,32,12,36,1,12,0,23,2,10,14,8,29,54,8,92,0,0,13,0,5,0,23,33,31,20,0,6,9,0,13,63,0,15,23,43,22,1,0,30,7,5
3,6,13,2,13,24,6,15,0,19,7,3,12,25,12,1,10,4,25,61,4,8,2,10,9,18,5,50,30,12,36,2,13,0,21,2,10,15,9,29,54,9,94,0,0,16,0,5,0,26,35,34,19,0,8,10,0,12,62,0,13,28,38,24,1,0,33,8,5
4,7,13,2,17,25,5,13,0,15,7,9,11,25,12,1,10,4,24,64,4,9,2,11,7,18,6,55,30,11,37,2,14,0,21,2,13,14,9,29,53,9,87,0,0,15,0,4,0,29,30,39,20,0,10,10,0,12,66,0,11,24,38,23,1,0,36,8,6
5,6,12,2,19,30,4,15,0,16,9,9,13,25,10,1,8,3,25,66,4,9,2,10,8,16,9,61,33,10,34,2,14,0,23,3,14,14,6,32,56,10,88,0,0,17,0,4,0,31,31,42,21,0,11,11,0,15,66,0,13,24,40,25,1,0,41,7,6
6,8,11,2,18,30,5,16,0,13,9,11,15,27,12,1,9,3,29,71,3,11,2,11,9,18,10,59,28,9,34,2,14,0,25,3,15,17,4,25,56,10,93,0,0,18,0,3,0,30,36,45,19,0,11,11,0,12,68,0,15,24,37,26,2,0,34,6,6
7,8,13,3,18,33,4,16,0,12,9,13,14,30,11,1,9,3,31,68,3,10,3,11,9,16,12,55,27,8,34,2,14,1,24,3,14,14,4,26,62,11,93,0,0,17,0,3,0,32,39,46,18,0,12,10,0,13,69,0,15,23,41,27,2,0,38,3,6
8,9,14,3,20,32,4,20,0,12,10,13,16,31,10,1,9,1,33,65,4,11,2,14,12,18,14,56,27,8,32,2,15,1,24,2,16,13,3,21,64,10,90,0,0,17,0,3,0,32,38,53,17,0,12,11,0,14,72,0,13,22,44,28,1,0,37,3,9
9,10,15,3,21,30,4,18,0,13,9,12,15,32,10,0,9,1,31,65,3,10,2,14,12,17,15,54,31,6,34,1,14,2,22,2,14,12,3,16,69,9,89,0,0,17,0,2,0,36,35,51,14,0,13,12,0,15,71,0,12,18,40,26,1,0,38,2,10
10,13,16,4,17,30,4,20,0,13,11,12,14,34,14,0,8,0,33,61,2,7,2,15,11,20,14,56,28,6,32,2,11,2,20,2,14,12,3,15,68,11,91,0,0,15,0,2,0,34,41,48,11,0,13,14,0,17,74,0,12,18,33,26,1,0,34,0,11
11,16,16,5,21,31,4,19,0,14,9,13,16,38,15,0,8,0,35,59,3,7,2,13,10,19,15,61,29,6,31,2,9,2,20,1,14,12,3,13,71,10,104,0,0,16,0,2,0,36,41,53,12,0,15,15,0,19,75,0,11,20,31,28,2,0,34,0,9
12,15,16,6,20,32,4,21,0,17,10,12,17,41,15,0,9,0,36,61,3,5,2,14,10,23,15,58,27,7,30,2,8,3,18,1,14,13,3,10,76,10,115,0,0,16,0,1,0,37,43,47,13,0,19,16,0,17,81,0,12,20,30,30,2,0,34,0,9
13,16,17,6,20,28,5,22,0,17,8,15,17,45,17,0,9,0,36,58,3,6,1,12,10,23,15,54,28,10,26,2,7,3,20,2,13,12,3,11,70,9,120,0,0,12,0,1,0,38,44,52,12,0,19,15,0,19,84,0,11,18,30,29,2,0,34,0,8
14,19,16,6,20,27,6,20,0,18,10,16,16,48,19,0,11,0,37,55,4,6,1,11,10,24,15,58,29,10,29,1,6,3,21,1,14,10,3,11,65,11,124,0,0,15,0,1,0,39,44,58,13,0,19,15,0,19,81,0,12,22,25,28,2,0,35,1,8
15,18,16,6,17,26,5,23,0,18,11,19,16,45,23,0,12,0,36,60,4,4,1,9,9,28,16,58,28,10,30,1,8,4,20,1,13,11,2,10,64,12,125,0,0,18,0,1,0,39,46,60,11,0,21,14,0,22,82,0,13,23,24,29,2,0,32,1,8
16,18,15,5,16,27,5,24,0,17,12,21,18,42,27,0,10,0,35,56,5,4,0,8,8,25,16,62,24,11,28,1,9,4,20,1,15,12,4,10,68,13,128,0,0,19,0,0,0,36,44,66,7,0,17,16,0,24,88,0,15,23,24,30,2,0,29,1,6
17,16,15,6,17,28,4,23,0,18,11,23,17,35,26,0,9,0,33,54,3,4,0,7,8,27,16,61,27,11,29,1,7,3,21,1,16,11,5,8,69,13,138,0,0,17,0,0,0,37,41,77,9,0,16,16,0,27,94,0,17,24,21,31,1,0,30,1,6
18,16,15,7,16,30,3,23,0,18,10,24,16,36,26,0,12,0,34,62,3,4,1,7,5,30,16,66,30,13,31,2,7,3,18,1,15,12,6,12,66,13,140,0,0,18,0,0,0,35,41,81,12,0,16,18,0,25,102,0,21,25,20,30,2,0,29,1,3
19,17,15,9,17,28,3,23,0,20,9,24,17,37,27,0,14,0,31,61,4,5,1,7,6,32,20,76,33,15,37,2,9,3,21,1,16,14,7,14,70,17,152,0,0,20,0,0,0,35,38,89,12,0,14,23,0,25,122,0,25,27,22,39,1,0,33,1,4
20,16,17,9,15,31,3,26,1,24,8,22,16,39,27,0,16,0,35,54,4,6,1,6,6,39,21,78,37,19,41,2,7,2,20,1,16,15,7,14,72,18,156,0,0,18,0,0,0,32,41,95,10,0,11,24,0,26,129,0,26,25,26,41,1,0,40,1,4
21,14,16,7,18,30,2,30,2,22,7,24,15,41,25,0,15,0,36,59,5,5,1,9,5,42,25,80,39,20,43,2,5,4,22,0,18,17,7,17,69,16,170,0,0,17,0,0,0,30,39,101,9,0,13,26,0,24,143,0,31,26,32,45,1,0,43,0,5
22,12,18,7,17,31,2,33,3,18,7,29,14,37,29,0,15,0,41,60,6,5,1,10,4,45,25,86,43,26,43,3,5,4,22,0,22,16,10,21,66,19,172,0,0,20,0,0,0,27,43,98,12,0,13,28,0,25,146,0,33,27,36,49,1,0,50,1,5
23,13,18,7,16,36,3,35,5,14,6,29,13,39,29,0,14,0,42,69,6,5,2,11,4,49,25,86,44,27,49,3,4,7,24,0,24,16,10,22,67,19,182,0,0,21,0,0,0,25,44,94,11,0,11,31,0,24,160,0,38,31,38,51,2,0,53,2,6
24,12,17,5,14,36,1,36,6,16,5,30,13,47,28,0,13,0,42,74,6,7,2,11,4,56,29,88,48,26,50,3,4,6,28,0,25,15,8,25,65,20,191,0,0,20,0,1,0,22,46,93,16,0,12,30,0,21,167,0,41,33,41,55,3,0,58,2,3
25,12,16,7,14,43,1,39,7,15,5,34,12,45,30,1,13,0,43,79,7,7,4,12,4,57,30,92,47,30,54,3,5,7,34,0,26,17,7,26,61,25,198,0,0,20,0,1,0,22,46,94,17,0,13,32,0,18,178,0,42,32,42,53,4,0,59,3,3
26,12,17,7,12,46,2,40,7,13,6,35,11,42,35,1,14,0,42,78,8,8,3,12,6,61,36,99,51,26,59,3,5,7,38,0,24,15,9,27,58,26,203,0,0,24,0,1,0,21,44,92,23,0,15,36,0,17,199,0,44,36,44,56,4,0,62,4,3
27,9,20,7,11,45,3,40,7,15,8,37,10,41,37,1,15,0,41,87,7,9,5,11,7,65,33,98,50,25,62,2,6,9,42,0,26,16,10,27,64,26,202,0,0,19,0,1,0,25,45,96,29,0,14,36,0,16,197,0,44,35,46,62,5,0,60,6,4
28,8,22,6,11,44,4,37,8,14,7,37,10,49,38,1,17,0,35,92,6,10,6,12,9,68,33,99,54,24,71,2,6,14,45,0,24,17,8,26,64,25,201,0,0,22,0,2,0,30,46,97,35,0,12,37,0,16,197,0,41,38,44,60,4,0,64,7,5
29,11,23,4,8,50,5,37,7,19,6,37,10,53,40,1,17,0,37,101,4,11,9,13,8,56,34,104,51,24,80,2,6,18,57,0,24,20,9,27,69,28,197,0,0,21,0,2,0,32,48,102,34,0,14,38,0,22,206,0,40,41,43,56,4,0,65,8,5
30,11,21,3,6,51,5,38,7,19,6,36,11,52,42,1,17,0,37,106,4,11,9,12,12,62,31,99,53,25,90,1,7,20,60,0,20,19,9,31,74,37,193,1,0,24,0,2,0,32,48,89,34,0,20,39,0,27,212,0,35,46,39,49,4,0,68,9,4
31,12,22,3,5,54,5,36,6,18,7,34,13,58,41,1,18,0,38,107,5,9,9,14,12,66,30,104,49,25,94,1,7,22,67,0,21,16,9,31,77,40,187,1,0,21,0,2,0,35,48,84,43,0,23,37,0,28,220,0,32,51,40,50,4,0,78,10,6
32,13,23,3,5,55,5,35,6,23,8,43,11,57,37,1,16,0,39,103,5,9,9,15,12,64,27,109,47,23,100,1,9,22,65,0,22,17,9,32,83,44,191,1,0,24,0,2,0,39,50,78,40,0,22,37,0,29,214,0,31,55,38,54,4,0,82,10,9
33,14,19,2,7,58,7,41,5,24,8,47,11,57,34,3,15,0,41,101,4,10,9,15,11,63,22,111,46,24,104,1,9,22,66,0,19,17,7,29,93,50,191,2,0,24,0,2,0,43,45,77,44,0,21,37,0,34,219,0,32,62,41,44,3,0,76,9,10
34,18,22,2,7,59,7,37,4,27,8,49,9,59,30,6,15,0,42,97,5,9,9,15,11,63,19,112,48,25,110,1,10,19,68,0,17,16,7,29,101,53,191,4,0,26,0,1,0,40,46,79,46,0,23,38,0,31,215,0,31,65,46,45,2,0,75,8,9
35,24,26,1,6,57,6,35,3,29,8,51,10,64,30,7,14,0,41,92,5,9,9,16,9,62,14,110,52,28,108,1,10,18,66,0,16,15,6,30,107,51,195,4,0,29,0,1,0,40,49,83,44,0,23,36,0,34,206,0,30,61,46,46,1,0,69,8,9
36,25,26,1,7,61,6,37,3,33,6,50,8,70,29,9,14,0,41,93,6,7,6,17,7,60,15,113,55,30,105,1,8,17,65,0,16,14,6,32,108,50,206,6,0,28,0,1,0,42,49,89,41,0,25,34,0,37,211,0,22,62,45,42,2,0,73,7,8
37,26,25,0,8,64,5,36,2,33,5,58,9,69,29,9,14,0,38,92,9,7,6,17,5,58,13,113,53,30,99,1,7,13,66,0,18,14,8,32,122,44,201,7,0,32,0,2,0,45,43,92,44,0,28,33,0,41,208,0,22,64,41,43,2,0,77,6,7
38,28,17,0,9,63,6,36,2,34,4,65,11,64,26,11,15,1,36,83,10,8,7,17,3,57,10,112,55,30,91,1,7,8,74,1,17,15,10,30,122,44,191,7,0,37,0,2,0,40,44,92,44,0,27,33,0,43,205,0,22,64,40,46,2,0,76,7,4
39,29,18,0,9,63,6,35,2,34,5,65,10,66,22,10,15,1,37,76,10,8,4,16,1,56,10,106,56,31,89,0,5,8,71,1,15,11,11,27,126,35,189,8,0,40,0,3,0,39,51,86,42,0,30,36,0,53,190,0,24,64,42,49,1,0,73,7,3
40,30,18,0,11,67,7,32,2,32,5,63,12,67,22,10,14,1,34,77,10,7,2,17,2,55,11,98,56,30,86,0,4,6,72,1,13,12,9,28,129,31,194,7,0,43,0,2,0,38,49,82,36,0,28,33,0,51,180,0,24,62,41,48,1,0,81,5,4
41,30,15,0,12,66,6,28,2,36,5,58,12,65,24,11,14,2,33,70,12,5,2,13,3,54,10,87,53,29,76,0,5,4,69,1,16,13,11,27,127,24,187,6,0,49,0,2,0,36,48,80,36,0,26,33,0,53,174,0,26,62,45,50,1,0,79,5,5
42,30,16,0,13,64,6,25,1,36,5,60,10,65,24,10,13,2,32,68,12,5,2,11,4,58,9,79,48,29,69,0,2,3,65,1,15,13,11,27,130,18,187,3,0,48,0,3,0,32,51,77,39,0,23,34,0,53,173,0,25,62,45,48,1,0,81,7,6
43,33,14,0,10,58,6,23,1,35,5,64,10,64,25,10,11,2,32,63,16,5,1,9,5,59,9,72,49,27,62,0,2,1,67,2,12,14,13,25,119,16,177,2,0,54,0,4,0,34,49,78,35,0,20,34,0,54,173,0,25,57,40,46,1,0,76,9,7
44,34,13,0,9,54,5,20,1,36,5,65,9,61,27,11,10,2,29,58,19,7,1,10,4,64,10,72,49,25,62,0,1,2,68,2,13,12,13,25,121,15,175,2,0,56,0,4,0,31,47,71,36,0,20,32,0,50,167,0,24,54,39,49,1,0,78,8,9
45,38,12,0,9,55,3,19,1,38,6,69,9,55,28,12,9,3,31,58,22,7,1,10,4,71,11,75,51,26,59,0,1,1,63,3,16,14,14,27,121,14,175,2,0,48,0,4,0,28,44,60,35,0,17,28,0,46,156,0,25,49,37,50,1,0,84,11,8
46,37,9,0,8,54,2,18,1,41,7,63,9,51,28,10,6,3,33,64,24,7,1,14,4,75,11,71,49,25,51,0,1,1,72,4,15,14,12,27,113,12,151,1,0,49,0,5,0,29,45,56,33,0,15,32,0,39,155,0,24,49,36,52,1,0,77,13,10
47,36,9,0,9,53,1,18,1,39,4,60,8,46,28,9,5,3,35,64,25,6,1,13,4,74,10,70,45,24,46,0,1,1,75,4,15,16,14,29,106,14,138,1,0,46,0,5,0,26,46,46,29,0,13,33,0,39,146,0,25,43,39,53,0,0,74,16,10
48,39,7,0,8,45,1,20,1,41,3,58,9,40,23,8,5,3,36,70,29,5,1,13,4,76,11,68,41,22,43,0,1,1,77,6,16,15,11,24,102,14,124,1,0,49,0,5,0,24,48,43,26,0,12,35,0,30,142,0,30,36,40,52,0,0,73,17,8
49,39,11,0,8,46,1,21,1,42,3,52,10,40,27,9,6,3,35,69,26,3,1,11,4,78,8,66,40,21,43,0,0,1,69,4,15,17,10,22,99,12,114,0,0,49,0,4,0,23,47,41,23,0,9,33,0,29,142,0,28,37,38,57,0,0,70,17,8
50,39,11,0,7,38,1,19,1,39,5,48,11,42,25,10,7,3,34,70,29,3,1,12,4,82,8,70,34,22,45,0,0,2,65,4,16,20,11,23,101,8,107,0,0,47,0,6,0,23,47,37,21,0,5,32,0,27,142,0,26,30,33,55,0,0,70,16,7
51,36,13,0,6,35,0,18,0,42,5,46,11,36,24,10,7,3,34,72,26,2,1,12,5,85,7,76,35,20,43,0,0,2,60,4,13,23,11,23,103,9,105,0,0,45,0,7,0,27,45,36,20,0,6,28,0,26,136,0,27,27,37,57,0,0,68,20,6
52,34,15,0,7,34,0,17,0,41,5,37,10,28,24,7,7,2,32,65,25,2,1,12,5,83,7,78,33,21,34,0,0,5,59,4,11,25,8,19,96,10,95,0,0,41,0,7,0,29,53,41,19,0,6,23,0,26,135,0,23,26,39,59,0,0,63,18,5
53,32,16,0,9,33,0,16,0,43,5,35,11,27,22,4,9,2,33,71,23,2,1,13,5,82,10,79,31,19,36,0,0,5,58,5,11,26,10,18,97,10,90,0,0,39,0,5,0,33,49,42,18,0,6,27,0,20,138,0,22,23,38,58,0,0,62,19,5
54,29,15,0,9,32,0,13,0,40,4,30,11,21,22,5,8,2,31,74,21,2,0,14,5,84,9,85,31,17,38,0,0,7,58,6,13,27,7,17,101,10,86,0,0,38,0,5,0,32,49,49,18,0,6,27,0,18,128,0,19,22,39,54,0,0,57,19,4
55,32,15,0,9,24,0,13,0,36,4,32,13,21,23,4,7,2,35,70,20,2,0,14,5,76,9,92,28,15,40,0,0,7,53,6,9,30,6,17,103,8,85,0,0,40,0,6,0,36,53,51,15,0,5,22,0,20,122,0,16,21,39,49,0,0,53,20,4
56,30,17,0,8,25,0,10,0,40,5,34,11,21,22,5,8,2,41,68,22,2,0,15,5,70,9,90,31,18,43,0,0,6,48,6,9,32,5,15,98,8,76,0,0,43,0,7,0,34,55,54,13,0,5,24,0,18,114,0,17,25,40,50,0,0,48,18,4
57,26,18,0,8,23,0,8,0,36,5,30,10,17,19,6,9,2,39,67,21,0,0,11,3,63,8,92,29,18,42,0,0,5,41,5,9,31,4,15,97,8,72,0,0,40,0,6,0,38,54,56,13,0,7,23,0,18,114,0,18,31,44,45,0,0,51,19,1
58,24,21,0,10,20,0,10,0,32,6,29,10,17,21,8,9,2,40,65,21,0,0,12,3,58,7,88,33,21,43,0,0,6,41,4,8,31,3,16,92,7,73,0,0,39,0,5,0,38,56,54,10,0,11,25,0,14,113,0,22,33,46,40,0,0,45,23,1
59,22,26,0,11,23,0,8,0,30,6,28,10,19,23,9,10,1,40,70,19,0,0,11,3,50,5,93,33,22,39,0,0,7,34,4,8,34,2,19,91,9,71,0,0,38,0,5,0,37,52,57,9,0,13,26,0,10,114,0,22,28,41,40,0,0,43,26,1
60,18,27,0,12,22,0,8,0,27,5,26,10,18,25,11,11,1,41,69,20,0,0,13,3,46,4,97,31,23,43,0,0,9,33,3,7,36,2,26,85,9,74,0,0,35,0,3,0,36,46,57,10,0,18,25,0,11,110,0,25,30,44,41,0,0,40,25,1
61,20,21,0,12,21,0,11,0,27,5,26,11,18,24,11,11,1,42,66,18,0,0,10,2,42,4,98,31,22,43,0,0,10,31,4,8,36,2,28,84,8,76,0,0,36,0,3,0,34,45,59,10,0,19,23,0,10,112,0,27,33,40,37,0,0,35,23,2
62,17,24,0,12,17,0,11,0,26,5,21,11,19,26,12,11,1,42,71,19,0,0,10,2,33,5,98,26,20,41,0,0,10,29,4,8,35,1,31,82,9,82,0,0,33,0,3,0,33,43,60,10,0,22,19,0,9,117,0,25,33,38,35,0,0,32,26,2
63,20,24,0,13,20,0,12,0,29,5,22,15,21,24,12,9,1,39,73,19,0,0,8,2,31,6,94,30,19,38,0,0,9,31,3,8,35,1,36,75,10,88,0,0,33,0,3,0,34,40,60,11,0,27,17,0,9,126,0,25,37,36,37,0,0,32,27,2
64,29,24,0,14,25,0,13,0,31,5,19,16,22,21,12,11,1,39,74,20,0,0,7,3,26,5,90,34,17,37,0,0,8,30,3,5,34,1,36,76,9,96,0,0,31,0,3,0,37,43,60,14,0,29,18,0,8,128,0,24,32,38,36,0,0,32,30,2
65,28,23,0,14,26,0,14,0,29,5,18,14,20,20,12,11,1,42,77,21,0,1,5,4,24,4,86,32,16,35,0,0,6,30,2,5,32,0,37,71,8,97,0,0,30,0,3,0,33,45,54,19,0,30,15,0,9,120,0,23,28,39,36,0,0,33,29,4
66,27,20,0,17,22,0,10,0,26,5,18,14,18,17,10,12,1,41,74,23,0,1,6,4,26,5,94,32,13,35,0,0,6,30,2,6,28,0,40,67,9,98,0,0,29,0,2,0,32,44,52,17,0,29,14,0,7,116,0,25,27,37,37,0,0,32,28,5
67,32,19,0,20,24,0,11,0,25,6,17,13,20,15,8,11,1,38,69,26,0,1,7,4,22,5,94,35,15,39,0,0,7,29,2,6,24,1,41,66,8,96,0,0,28,0,2,0,30,47,50,21,0,32,14,0,8,116,0,23,23,36,38,0,0,34,29,5
68,31,19,0,24,24,0,12,0,24,5,18,11,22,16,7,13,1,34,70,27,0,2,6,4,25,7,93,35,15,36,0,0,7,27,3,7,21,1,45,67,9,99,0,0,29,0,2,0,27,47,46,22,0,31,16,0,9,111,0,20,23,33,34,0,0,34,29,5
69,30,19,0,20,22,0,12,0,23,7,16,10,24,15,10,13,1,27,67,27,0,2,6,3,25,8,87,33,13,41,0,0,7,26,4,7,19,1,43,68,12,101,0,0,24,0,2,0,25,50,46,24,0,26,13,0,9,106,0,21,24,34,33,0,0,32,28,5
70,25,22,0,23,24,0,13,0,25,7,14,7,26,16,9,12,1,24,72,26,0,2,5,3,26,10,86,33,13,45,0,1,5,28,3,8,21,1,40,72,12,101,0,0,21,0,2,0,20,54,43,27,0,27,13,0,12,98,0,18,24,36,34,0,0,28,24,7
71,25,22,0,24,23,0,10,0,30,7,10,7,28,13,7,13,1,20,73,25,0,2,4,1,28,11,84,32,16,49,0,1,7,23,3,8,18,1,38,70,8,104,0,0,17,0,3,0,19,49,46,31,0,22,13,0,18,92,0,19,24,37,38,0,0,28,21,8
72,21,19,0,21,24,0,11,0,30,6,12,4,30,10,8,12,1,16,64,26,0,2,5,1,30,12,81,34,13,49,0,1,6,24,3,8,19,1,37,68,7,102,0,0,14,0,3,0,15,45,45,32,0,18,10,0,21,82,0,19,19,33,41,0,0,25,17,7
73,20,20,0,20,29,0,10,0,31,6,13,5,25,11,8,12,1,16,64,23,0,2,5,0,37,10,76,34,14,51,0,1,5,22,3,7,16,1,38,74,7,109,0,0,13,0,3,0,13,42,43,29,0,15,10,0,21,73,0,19,18,30,44,0,0,31,17,7
74,18,22,0,24,27,1,11,0,29,10,13,6,28,11,7,12,1,16,60,21,0,1,5,0,38,9,70,34,15,56,0,1,4,19,3,7,14,1,35,74,5,103,0,0,12,0,3,0,10,47,41,28,0,14,13,0,24,64,0,15,15,30,41,0,0,32,19,7
75,15,19,0,24,29,1,10,0,29,11,14,6,30,7,8,11,0,13,58,17,0,1,4,0,43,10,67,36,15,54,0,1,5,19,2,9,11,2,35,74,4,106,0,0,11,0,3,0,7,46,38,26,0,17,12,0,28,60,0,14,15,31,43,0,0,29,14,8
76,13,18,0,25,31,1,10,0,32,10,15,8,32,6,7,11,0,8,62,19,1,1,3,0,43,13,59,37,15,54,0,1,4,18,3,11,9,2,34,73,4,110,0,0,12,0,3,0,8,45,39,22,0,19,10,0,34,52,0,13,16,29,44,0,0,32,13,7
77,13,17,0,21,33,1,12,0,32,9,17,8,30,4,9,12,0,6,60,19,1,1,3,0,47,13,54,35,15,56,0,1,4,21,3,11,10,1,33,74,4,107,0,0,9,0,2,0,7,44,37,23,0,17,12,0,36,52,0,12,14,31,44,0,0,36,10,5
78,10,16,0,19,32,1,11,0,34,8,20,7,29,3,10,11,0,5,58,18,3,1,1,0,45,10,51,34,17,55,0,1,3,18,3,11,10,2,30,73,3,102,0,0,7,0,2,0,4,41,34,22,0,18,14,0,36,48,0,12,14,33,40,0,0,42,12,6
79,12,16,0,19,27,2,10,0,34,7,22,8,28,4,12,13,0,5,59,15,3,1,1,0,46,10,54,32,15,53,0,1,3,19,2,10,11,4,27,73,4,99,0,0,6,0,2,0,4,39,36,17,0,16,11,0,36,50,0,11,14,30,41,0,0,44,11,6
80,13,15,0,18,24,2,9,0,38,5,23,9,26,2,11,12,0,6,60,15,5,1,1,0,44,10,53,33,15,50,0,0,2,21,2,10,10,5,26,71,5,101,0,0,11,0,2,0,5,36,32,17,0,16,11,0,35,50,0,11,13,29,43,0,0,43,12,6
81,11,14,0,17,27,2,10,0,39,5,25,10,23,2,11,15,0,6,60,15,6,0,0,0,44,8,55,31,15,53,0,0,1,18,1,13,10,5,25,63,5,98,0,0,10,0,2,0,6,33,29,16,0,16,11,0,33,52,0,10,15,30,39,0,0,46,11,7
82,10,9,0,18,26,2,11,0,39,6,27,11,21,1,12,17,0,5,61,14,6,0,0,0,37,6,58,27,15,51,0,0,0,17,1,12,12,5,24,61,6,94,0,0,10,0,0,0,8,30,26,16,0,16,9,0,34,55,0,10,14,31,40,0,0,44,12,4
83,10,9,0,18,23,3,9,0,38,6,28,9,20,2,13,16,0,6,57,13,6,0,0,0,35,5,54,25,15,54,0,0,0,18,0,11,13,5,21,64,5,88,0,0,9,0,0,0,11,29,24,15,0,16,10,0,35,56,0,11,16,33,38,0,0,44,8,3
84,9,10,0,17,19,2,8,0,36,4,25,9,20,2,12,17,0,7,55,11,7,0,0,0,34,5,53,24,13,47,0,1,0,20,0,10,11,5,21,63,6,82,0,0,7,0,0,0,14,33,22,15,0,18,9,0,36,60,0,11,15,33,33,0,0,42,6,5
85,6,9,0,18,20,2,7,0,35,4,24,11,21,2,9,19,0,7,57,11,9,0,0,1,30,6,55,22,13,46,0,1,0,19,0,8,11,5,22,59,7,82,0,0,8,0,0,0,16,32,21,10,0,17,7,0,37,62,0,12,17,28,31,0,0,45,6,7
86,4,8,0,15,19,2,8,0,37,2,23,11,19,3,9,17,0,9,54,10,9,0,0,1,26,5,54,17,13,49,0,2,0,17,0,10,11,4,21,57,7,74,0,0,8,0,0,0,18,27,20,9,0,18,4,0,34,76,0,13,19,26,29,0,0,46,5,6
87,3,8,0,16,19,2,9,0,31,2,23,12,19,5,9,15,0,7,56,7,7,0,0,1,29,5,50,18,12,46,0,2,0,19,0,10,12,3,18,59,9,76,0,0,8,0,0,0,19,25,21,12,0,18,3,0,31,85,0,12,18,26,27,0,0,46,2,7
88,1,4,0,19,17,2,12,0,30,1,21,14,17,6,6,14,0,9,59,4,7,0,0,1,27,5,52,18,13,45,0,2,0,17,0,9,11,3,19,60,9,73,0,0,6,0,0,0,19,24,20,14,0,19,3,0,33,85,0,11,18,27,27,0,0,45,5,9
89,2,4,0,18,18,2,11,0,29,2,19,13,16,7,7,15,0,10,57,5,7,0,0,2,24,4,46,19,14,46,0,2,0,17,0,10,10,2,18,60,9,70,0,0,6,0,0,0,20,20,19,14,0,21,3,0,30,87,0,11,16,26,24,0,0,42,4,10
90,3,4,0,16,18,2,11,0,28,2,19,14,18,9,7,12,0,13,56,5,6,0,0,2,24,3,46,23,14,41,0,3,0,20,0,12,11,2,22,62,10,64,0,0,5,0,0,0,18,19,25,13,0,19,2,0,30,88,0,13,15,27,20,0,0,45,4,11
91,2,3,0,19,20,2,12,0,25,2,20,13,15,7,7,13,0,12,53,5,7,0,1,2,23,2,44,24,16,38,0,4,0,24,0,11,11,2,24,64,7,64,0,0,5,0,0,0,19,14,27,14,0,16,2,0,30,80,0,13,16,27,21,0,0,48,3,8
92,4,2,1,18,20,3,15,0,24,2,18,14,13,7,7,12,0,13,51,4,8,0,2,2,26,2,43,25,12,41,0,4,0,24,0,10,10,1,27,63,7,64,0,0,4,0,0,0,19,14,28,15,0,14,2,0,31,84,0,13,17,23,19,0,0,43,4,8
93,4,2,3,19,27,3,16,0,23,2,19,14,16,6,4,11,0,14,48,3,8,0,3,2,33,2,47,30,9,40,0,4,0,27,0,9,12,1,27,67,7,64,0,0,5,0,0,0,16,11,29,18,0,16,1,0,33,83,0,11,19,22,15,0,0,43,5,9
94,6,2,3,20,31,3,14,0,22,2,16,14,15,6,5,10,0,11,46,3,4,0,5,2,31,2,48,29,10,38,0,5,0,30,0,10,12,2,27,68,7,63,0,0,5,0,0,0,18,12,29,18,0,15,1,0,33,81,0,12,20,24,15,0,0,45,7,12
95,7,2,3,19,33,4,14,0,20,2,16,16,14,5,7,9,0,13,44,4,4,0,5,2,29,1,48,32,10,34,0,5,0,31,0,9,12,3,27,66,9,63,0,0,6,0,0,0,19,14,25,20,0,11,0,0,35,81,0,12,18,24,13,0,0,49,9,11
96,7,2,4,19,32,2,15,0,18,2,15,16,16,4,6,12,0,15,44,5,4,0,8,1,30,1,51,38,8,34,0,3,0,28,0,7,13,3,26,69,8,58,0,0,7,0,0,0,18,16,27,19,0,11,0,0,33,76,0,13,18,19,10,0,0,48,9,10
97,7,1,3,15,33,2,17,0,18,0,11,18,16,5,5,14,0,14,46,5,4,0,11,2,30,1,55,37,6,37,0,2,0,25,0,7,14,3,28,67,7,56,0,0,8,0,0,0,18,20,29,19,0,10,0,0,33,65,0,14,20,18,11,0,0,47,9,10
